10084431;933440;1201;B
10438820;933421;1201;B
10095527;955211;150;A
10432013;416801;1201;B
10434559;966831;1;A
10019119;920792;1201;B
10437494;951974;1201;B
10421088;932957;1201;B
10964280;973584;50;A
10432115;115950;1201;B
10436092;926840;1201;B
10065944;950740;0;A
10066193;916941;1201;B
10440273;935640;1201;B
10475051;954146;1201;B
10460601;982233;1201;B
10095529;918875;1201;B
10705633;940103;1251;B
10460532;107896;1201;B
10431954;917699;1201;B
10440404;413700;1201;B
10475033;414361;0;A
10405722;410616;1201;B
10980151;928021;1201;B
10986474;0;1;A
10053432;982917;2476;1
10432161;906441;1201;B
10004364;940747;0;A
10440283;950360;1201;B
10004364;940748;0;A
10460595;954782;1451;B
10435353;417964;0;A
10408163;913562;1201;B
10440283;964017;0;A
10435353;408166;0;A
10927756;978959;1201;B
10065785;971735;0;A
10954797;953225;1201;B
10438775;935717;1201;B
10455016;922295;1201;B
10120936;144419;0;A
11020749;986885;500;A
10435099;933686;0;A
10050897;974372;2501;1
10435108;304792;0;A
10057256;946171;0;A
10435356;933039;1201;B
10400966;969283;3651;2
11001514;973074;2751;1
10058972;954146;1201;B
10401454;417981;1201;B
10068248;921414;0;A
10058972;940477;1201;B
10432203;932620;2451;1
10460566;982550;75;A
10212440;933892;1201;B
10434532;911228;1201;B
10408048;912780;1201;B
10435099;991184;50;A
10212440;933893;1201;B
10042588;417954;0;A
10434532;911227;1201;B
11005375;969814;1201;B
10035314;949212;1;A
10091348;944760;1;A
10432999;926426;1201;B
10078825;945405;1201;B
11005375;969813;550;A
10408044;947268;1;A
10475052;966471;1201;B
10002590;406290;0;A
10035699;936852;0;A
10054930;957819;3701;2
10054930;957818;75;A
10412182;911146;1551;B
10460646;402026;1201;B
10063664;957341;1201;B
10460566;963374;1;A
10113658;111725;0;A
10978432;983291;50;A
10421081;101137;1201;B
10720613;967505;0;A
10438979;913953;1201;B
10436927;954391;0;A
10423057;409959;1201;B
10454477;915322;1201;B
11007877;950104;200;A
10436926;418674;0;A
10432106;910378;1201;B
10080819;932824;1201;B
10080763;932690;1201;B
10107367;304737;0;A
10411124;408167;0;A
10035538;922941;1201;B
10066194;907668;1201;B
10453347;920827;1;A
10432106;918748;1201;B
10440295;417945;1201;B
10428561;966268;1201;B
10432029;401933;1201;B
10405731;928781;1201;B
10080815;926515;0;A
10434538;910973;1201;B
10984110;968796;175;A
10078825;922147;1201;B
10405721;935826;1201;B
10067047;936063;0;A
10212512;938629;0;A
10455276;911977;1201;B
10432439;925850;1201;B
10067047;936062;0;A
10992344;962699;1;A
10077992;918875;1201;B
10213845;936192;0;A
10054963;911157;1201;B
10438757;956831;1;A
10440338;968958;1201;B
10421031;141165;1201;B
10934121;937680;1;A
10092826;935729;0;A
10434555;911152;1201;B
10438790;925488;1;A
10002590;953998;1;A
10428564;927809;1201;B
10955362;961390;650;A
10404692;909019;1201;B
10917517;936244;1201;B
10200078;947626;75;A
10081658;419629;0;A
10421089;913182;0;A
10945306;408233;0;A
10093562;929232;1201;B
10460595;929623;1526;B
10428563;912752;1201;B
10055492;948417;1;A
10210987;922941;1201;B
10433314;124960;1201;B
10475006;959102;1201;B
10095151;931823;1201;B
10984110;972971;250;A
10440285;922699;1201;B
10429158;953996;1;A
10924696;978333;2501;1
10436339;405151;1201;B
10988595;982159;375;A
10988595;982158;1726;B
10433365;934603;0;A
10439951;305447;0;A
10201626;302704;1201;B
10935574;966467;51;A
10979912;984041;50;A
10412407;939325;0;A
10440271;405044;0;A
10440285;932340;1201;B
11025335;972156;550;A
10401453;984984;3651;2
10441489;403214;0;A
10441489;403215;1201;B
10460601;927748;1201;B
10405524;922663;0;A
10435362;164713;0;A
10454518;930036;1201;B
10438820;969096;1251;B
10438826;984432;150;A
10061651;933146;2851;1
10095531;989222;1201;B
10963428;989512;1826;B
10095531;989221;1201;B
10460601;927746;1201;B
10706118;414107;1201;B
10405615;957521;3076;1
10401095;923611;1201;B
10609471;419698;1201;B
10431954;911976;0;A
10431954;911978;1201;B
10082303;938595;1;A
10212771;944769;1;A
10111333;101384;1201;B
10434960;920230;1;A
11050192;979934;150;A
10436827;912314;1201;B
10111333;101385;0;A
10917517;407619;0;A
10436827;912316;1201;B
10061647;909411;0;A
10088303;951370;0;A
10475037;908111;0;A
10929261;980437;1800;B
10433016;922935;1201;B
10437487;407563;1201;B
11053266;964851;150;A
10082526;945363;0;A
10453348;928808;1201;B
10003154;966650;1;A
10979502;971875;3726;2
10939926;968171;50;A
10429158;979490;100;A
10618555;958426;1;A
10455019;918620;0;A
10037464;954301;1451;B
10040546;914716;1201;B
10923969;959381;1201;B
10114150;094817;0;A
10200859;911377;1201;B
10113848;093179;0;A
10454518;930059;1201;B
10409461;978331;1376;B
10460524;934652;1201;B
10454518;930057;0;A
10064621;920152;1201;B
10475011;401089;1201;B
10475052;980397;1251;B
10956653;969907;0;A
10434532;925965;1201;B
10100033;101352;0;A
10433530;162015;1201;B
10454518;930053;1201;B
10438752;984126;1251;B
10421017;928017;1201;B
10438757;953685;1;A
10084430;908978;0;A
10977992;933430;225;A
10434532;925963;0;A
10405721;913698;1201;B
10086867;934315;0;A
10460601;934540;0;A
10475051;921537;1201;B
10408165;949934;1751;B
10460542;935853;1201;B
10437219;951732;2050;B
10475051;416187;1201;B
10469603;952318;0;A
10040213;911159;0;A
10433317;940753;1201;B
10428797;406269;1201;B
10024275;963723;1201;B
10435923;931784;1201;B
10050428;962653;100;A
10961689;973132;50;A
10475033;932060;1201;B
10430993;966821;1201;B
10080271;949157;1201;B
10035550;970337;450;A
10421015;147662;0;A
10040213;911158;0;A
10440283;935947;1201;B
10433311;416827;1201;B
10084430;938393;1201;B
10408489;406224;0;A
10440282;412712;0;A
10421074;403144;0;A
10403061;936128;1201;B
10421074;403145;0;A
10439952;402201;1201;B
10440295;130589;0;A
10451707;977285;100;A
10432167;918512;1201;B
11023052;973004;200;A
10460670;143490;0;A
10438820;951400;1;A
460641;927782;0;A
10948069;981796;1401;B
10436904;916125;0;A
10401900;910733;1201;B
11005375;994414;150;A
10096694;930020;1201;B
11062667;943291;1201;B
10936905;954935;50;A
10434532;303691;1201;B
10434532;303690;0;A
10430820;915954;1201;B
10401900;910734;1201;B
10454518;947379;0;A
10040213;911160;1201;B
10438829;937321;1201;B
10438820;977750;1201;B
10998419;955769;1251;B
10212440;944839;0;A
10030316;939319;1201;B
10438817;950387;1075;A
10438817;909031;1201;B
11043899;983923;450;A
10407289;939385;1201;B
10436921;302034;1201;B
10930720;927434;0;A
10431985;958048;1201;B
10035538;933955;0;A
10436927;916901;1201;B
10440282;953753;1;A
10400662;419698;1201;B
10433311;416860;0;A
10209192;936367;0;A
10434907;917556;1201;B
10040541;916519;0;A
10438820;955322;1201;B
11028379;963373;1551;B
10999999;909563;1201;B
10095531;954107;1201;B
10405727;412721;1201;B
10429220;939286;0;A
10214731;909545;1201;B
10207762;405837;1201;B
10440271;906330;1201;B
10080814;936810;1201;B
10429220;939284;0;A
10460559;407538;0;A
10948786;952513;1;A
10945296;939112;1;A
10406648;954788;1201;B
10706574;980635;1251;B
10436092;926838;1201;B
10440310;417620;1201;B
10460647;973399;1201;B
10434532;987788;1251;B
10436904;916115;0;A
10475051;965157;1201;B
10065944;938271;1201;B
11011434;961898;0;A
10099186;929570;1201;B
10053877;941280;0;A
10099186;929571;1201;B
10475052;968526;0;A
10094675;927299;1201;B
10432944;916229;0;A
10401900;910726;1201;B
10079650;920791;0;A
10102115;104684;0;A
10929274;946057;1701;B
10436338;911379;1201;B
10429166;907665;1201;B
10920904;939384;0;A
10429166;907664;1201;B
10454455;989259;1251;B
10429166;907663;1201;B
10454455;989258;1301;B
10920904;939383;0;A
10402042;908003;0;A
10429236;935132;0;A
10055492;930846;1201;B
10431954;944634;1201;B
10431954;944632;1201;B
10430956;401087;1201;B
10212768;906982;1201;B
10409461;926247;1201;B
10430820;912794;0;A
10409461;926246;1201;B
10438838;302454;1201;B
10120340;144195;0;A
10435363;161032;1201;B
10405828;946550;0;A
10434568;150191;1201;B
10436890;161462;1201;B
10438070;305406;0;A
10475066;413708;1201;B
10460647;938484;1201;B
10475046;413645;1201;B
10111017;162021;0;A
10933275;951661;1201;B
10440283;934877;1201;B
10064548;947789;0;A
10440283;934878;1201;B
10082303;991480;50;A
10933275;951664;1201;B
10430820;954511;1201;B
10455276;909561;0;A
10433551;935361;1201;B
10937390;947545;1;A
10475051;932349;1201;B
10050325;918999;0;A
10116077;162042;0;A
10433016;910427;1201;B
10405827;924037;1201;B
10980151;961631;350;A
10432367;085929;1201;B
10116077;162044;0;A
11025335;975219;1275;B
10065327;938700;1201;B
10210987;954924;1201;B
10440300;406290;1201;B
10052564;941965;1201;B
10052388;949684;1;A
10430983;907447;1201;B
10421086;941736;1201;B
10111017;301029;0;A
10008489;928415;826;A
10408165;412336;1201;B
10408788;914904;1201;B
10770046;970849;0;A
10406260;911387;1201;B
10440310;401466;0;A
10436890;415622;0;A
10460642;410611;1201;B
11023724;975020;350;A
11088785;964177;1251;B
10438780;410589;0;A
10435356;415623;1201;B
10460647;954167;0;A
10436827;953691;1201;B
10966970;916857;50;A
10702925;945933;1201;B
10052751;920782;1201;B
10076306;939521;0;A
10116014;123351;0;A
11022681;979106;250;A
10436927;926178;1;A
10421086;948650;0;A
10438812;952323;0;A
10435424;914874;0;A
10030939;104584;0;A
10432013;416799;1201;B
10432944;940201;1201;B
10455182;938048;1201;B
10440404;957619;1;A
10099911;976074;1201;B
10433497;911570;1201;B
10469723;409023;0;A
10433367;957401;0;A
10433367;957400;0;A
10428594;978354;1626;B
10405024;934766;1201;B
10432106;914861;0;A
10101111;101138;0;A
10032841;915480;1;A
10475051;963931;0;A
10440330;957148;0;A
10432214;907447;1201;B
10095529;417697;0;A
10433000;412094;1201;B
11071646;992407;1301;B
10095527;958155;1201;B
10432999;414391;1201;B
10475067;908854;1201;B
10453348;939895;1201;B
10421081;933702;1;A
10460647;954183;1;A
10433367;946538;1;A
10438823;940279;0;A
10438823;940278;1;A
10064547;933994;1201;B
10440764;957649;1201;B
10434531;410647;1201;B
10432999;401444;1201;B
10437964;408329;0;A
10050715;922731;1201;B
10437964;408328;0;A
10212257;936371;1201;B
10013006;934988;1201;B
10085244;918592;1;A
11020783;951892;1;A
11012602;991317;150;A
10404416;407047;1201;B
10434531;920156;0;A
10434532;956586;1201;B
10434532;956587;1;A
10929523;947079;0;A
10441489;940188;50;A
10435099;922420;0;A
10405856;957794;1;A
10421086;934878;0;A
10434570;415544;1201;B
10063664;954073;1201;B
10434570;415545;0;A
10438791;950361;250;A
10405758;926634;1201;B
10406655;906321;1201;B
10433250;911140;1201;B
10433365;912316;1201;B
10436618;403174;1201;B
10433365;912312;1201;B
10206208;934894;1201;B
10216733;984917;50;A
11005042;978823;1201;B
10433365;912310;1201;B
10428561;934416;0;A
10011760;105195;1201;B
10408165;912368;1201;B
10440316;917688;0;A
10433250;911139;0;A
10455398;944087;1201;B
11035036;935974;300;A
10460532;964588;1;A
10090975;937565;1;A
10929523;923253;0;A
10475093;162282;1201;B
10437491;417669;0;A
10212976;918143;1201;B
10411957;915711;1201;B
10950174;940165;1601;B
10941587;923134;0;A
10401453;929634;1201;B
10411936;914990;1201;B
10438826;935251;900;A
10437950;417825;600;A
10077925;982446;2601;1
10094806;411707;1201;B
10475052;911204;1201;B
10065440;920757;1201;B
10438838;945404;1201;B
10068248;955917;0;A
10453348;963709;1201;B
10421010;920549;1201;B
10475006;117076;1201;B
10052388;985072;1401;B
10432015;917107;1201;B
10212653;959335;1;A
10954561;977226;100;A
10956653;964263;0;A
10440285;947054;0;A
10218029;958140;1;A
10975900;986571;150;A
10401454;163955;1201;B
10218044;934144;750;A
10433016;913181;1201;B
10430993;945745;0;A
10430993;945746;1201;B
10460647;407572;1201;B
10434559;407409;0;A
10435356;913350;1201;B
10212245;968308;1;A
10433365;933445;1201;B
10430819;936153;1201;B
10475051;924219;1201;B
10433016;914630;1201;B
10923098;946849;0;A
